district;neighborhood;rooms;area_m2;lift;prices;compra;eurometro
Nou Barris;Porta;3;65;1;189000;1;2907
Ciutat Vella;el Raval;2;55;0;160000;0;2909
Sants-Montjuïc;la Marina de Port;3;77;1;224000;1;2909
Sant Martí;el Camp de l'Arpa del Clot;4;67;0;195000;0;2910
Nou Barris;Porta;3;68;1;198000;1;2911
Horta-Guinardó;el Guinardó;4;89;1;259500;1;2915
Ciutat Vella;el Raval;2;36;0;105000;0;2916
Sants-Montjuïc;Sants - Badal;3;60;1;175000;1;2916
Sants-Montjuïc;Sants - Badal;3;60;1;175000;1;2916
Sants-Montjuïc;Sants;3;84;0;245000;0;2916
Sant Martí;el Camp de l'Arpa del Clot;4;100;1;292000;1;2920
Sant Andreu;la Sagrera;4;89;1;260000;1;2921
Sant Andreu;el Congrés i els Indians;3;65;1;190000;1;2923
Horta-Guinardó;Horta;2;69;1;201700;1;2923
Sants-Montjuïc;Sants;3;92;1;269000;1;2923
Eixample;el Fort Pienc;3;94;1;275000;1;2925
Sant Martí;el Clot;3;82;1;239900;1;2925
Sant Martí;la Verneda i la Pau;3;60;1;176000;1;2933
Ciutat Vella;el Barri Gòtic;3;114;0;335000;0;2938
Ciutat Vella;el Barri Gòtic;3;114;0;335000;0;2938
Ciutat Vella;el Barri Gòtic;4;114;0;335000;0;2938
Ciutat Vella;el Raval;1;51;0;150000;0;2941
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;2;51;0;150000;0;2941
Nou Barris;Porta;3;68;1;200000;1;2941
Nou Barris;Porta;3;68;1;200000;1;2941
Sant Andreu;la Sagrera;3;107;1;315000;1;2943
Eixample;l'Antiga Esquerra de l'Eixample;3;180;1;530000;1;2944
Horta-Guinardó;Horta;1;55;1;162000;0;2945
Horta-Guinardó;el Baix Guinardó;6;132;1;389000;1;2946
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;4;95;1;280000;1;2947
Eixample;la Sagrada Família;4;134;0;395000;0;2947
Sant Andreu;el Congrés i els Indians;4;101;1;298000;1;2950
Sant Andreu;Sant Andreu;3;66;1;195000;1;2954
Sant Andreu;Sant Andreu;3;66;1;195000;1;2954
Sant Andreu;Sant Andreu;3;66;0;195000;0;2954
Eixample;Sant Antoni;3;88;1;260000;1;2954
Horta-Guinardó;el Carmel;3;69;1;204000;1;2956
Sant Andreu;el Congrés i els Indians;4;89;1;264000;1;2966
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;64;1;190000;1;2968
Sant Martí;el Camp de l'Arpa del Clot;3;67;1;199000;1;2970
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;79;1;235000;1;2974
Sants-Montjuïc;Sants;1;42;0;125000;0;2976
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;94;1;280000;1;2978
Nou Barris;Porta;2;50;1;149000;1;2980
Ciutat Vella;el Barri Gòtic;4;114;1;340000;1;2982
Ciutat Vella;el Barri Gòtic;4;114;1;340000;1;2982
Gràcia;Vallcarca i els Penitents;4;228;1;680000;1;2982
Sant Martí;el Clot;1;60;1;179000;0;2983
Horta-Guinardó;Horta;3;70;0;209000;0;2985
Sant Martí;Provençals del Poblenou;3;73;1;218000;1;2986
Sant Martí;Provençals del Poblenou;3;73;1;218000;1;2986
Sant Martí;Sant Martí de Provençals;3;73;1;218000;1;2986
Sarrià-Sant Gervasi;el Putxet i el Farró;5;154;0;460000;0;2987
Sant Martí;Sant Martí de Provençals;4;93;1;278000;1;2989
Ciutat Vella;el Barri Gòtic;2;110;0;329000;0;2990
Ciutat Vella;el Raval;3;49;0;147000;0;3000
Ciutat Vella;el Raval;2;53;0;159000;0;3000
Sant Martí;la Verneda i la Pau;3;60;1;180000;1;3000
Sants-Montjuïc;Hostafrancs;3;60;1;180000;1;3000
Ciutat Vella;el Raval;2;65;1;195000;1;3000
Sant Andreu;la Sagrera;3;65;0;195000;0;3000
Eixample;l'Antiga Esquerra de l'Eixample;2;65;1;195000;1;3000
Nou Barris;la Guineueta;3;80;1;240000;1;3000
Les Corts;la Maternitat i Sant Ramon;3;80;1;240000;1;3000
Eixample;el Fort Pienc;3;83;1;249000;1;3000
Gràcia;el Camp d'en Grassot i Gràcia Nova;3;90;0;270000;0;3000
Gràcia;la Salut;3;90;1;270000;1;3000
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;4;100;1;300000;1;3000
Eixample;la Sagrada Família;5;123;1;369000;1;3000
Sant Martí;el Clot;3;179;1;538000;1;3005
Gràcia;el Camp d'en Grassot i Gràcia Nova;4;116;1;349000;1;3008
Sants-Montjuïc;Sants - Badal;3;83;1;250000;1;3012
Eixample;la Sagrada Família;2;83;0;250000;0;3012
Sant Martí;el Camp de l'Arpa del Clot;2;66;1;199000;1;3015
Sant Andreu;Sant Andreu;3;66;1;199000;1;3015
Sant Martí;el Camp de l'Arpa del Clot;2;66;1;199000;1;3015
Sarrià-Sant Gervasi;el Putxet i el Farró;3;121;1;365000;1;3016
Sants-Montjuïc;la Marina de Port;3;59;1;178000;1;3016
Horta-Guinardó;el Guinardó;1;56;1;169000;0;3017
Sants-Montjuïc;Sants;4;480;0;1450000;0;3020
Horta-Guinardó;el Baix Guinardó;5;124;1;375000;1;3024
Horta-Guinardó;el Baix Guinardó;5;124;1;375000;1;3024
Ciutat Vella;el Barri Gòtic;3;82;0;248000;0;3024
Sant Andreu;el Congrés i els Indians;2;79;1;239000;1;3025
Ciutat Vella;el Raval;3;59;0;178500;0;3025
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;99;1;299800;1;3028
Horta-Guinardó;Sant Genís dels Agudells;3;66;1;199900;1;3028
Sant Martí;el Camp de l'Arpa del Clot;2;66;0;200000;0;3030
Gràcia;la Salut;2;94;1;285000;1;3031
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;3;235;0;712500;0;3031
Sant Andreu;la Sagrera;3;62;1;188000;1;3032
Sant Martí;el Poblenou;1;58;0;176000;0;3034
Eixample;la Dreta de l'Eixample;4;196;1;595000;1;3035
Gràcia;la Vila de Gràcia;4;196;1;595000;1;3035
Eixample;la Dreta de l'Eixample;4;196;1;595000;1;3035
Les Corts;les Corts;3;81;1;246000;1;3037
Sants-Montjuïc;la Bordeta;3;74;1;225000;1;3040
Horta-Guinardó;la Font d'en Fargues;5;161;0;490000;0;3043
Horta-Guinardó;Horta;5;161;0;490000;0;3043
Horta-Guinardó;Horta;5;161;0;490000;0;3043
Les Corts;la Maternitat i Sant Ramon;2;110;1;335000;1;3045
Horta-Guinardó;el Guinardó;4;105;1;320000;1;3047
Nou Barris;Vilapicina i la Torre Llobeta;3;62;1;189000;1;3048
Gràcia;el Coll;3;123;1;375000;1;3048
Sant Martí;el Clot;3;78;1;238000;1;3051
Sants-Montjuïc;la Bordeta;3;77;0;235000;0;3051
Sants-Montjuïc;la Bordeta;4;110;1;336000;1;3054
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;5;162;0;495000;0;3055
Eixample;Sant Antoni;2;88;1;269000;1;3056
Sarrià-Sant Gervasi;Sarrià;5;376;0;1150000;0;3058
Sarrià-Sant Gervasi;Sarrià;3;376;0;1150000;0;3058
Ciutat Vella;el Raval;3;85;0;260000;0;3058
Eixample;la Sagrada Família;4;101;1;309000;1;3059
Sant Martí;el Camp de l'Arpa del Clot;3;67;1;205000;1;3059
Sant Martí;el Camp de l'Arpa del Clot;3;67;1;205000;1;3059
Horta-Guinardó;Horta;3;65;1;199000;1;3061
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;274;1;839000;1;3062
Eixample;la Dreta de l'Eixample;3;80;1;245000;1;3062
Sants-Montjuïc;la Marina de Port;3;80;1;245000;1;3062
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;62;1;190000;1;3064
Sant Martí;el Camp de l'Arpa del Clot;3;75;1;230000;1;3066
Sant Martí;el Camp de l'Arpa del Clot;3;75;1;230000;1;3066
Ciutat Vella;el Raval;2;75;1;230000;1;3066
Ciutat Vella;el Barri Gòtic;3;114;0;350000;0;3070
Sants-Montjuïc;Hostafrancs;3;70;1;215000;1;3071
Sant Andreu;la Sagrera;3;70;1;215000;1;3071
Sant Martí;el Camp de l'Arpa del Clot;3;70;1;215000;1;3071
Sants-Montjuïc;Hostafrancs;2;83;1;255000;1;3072
Eixample;el Fort Pienc;4;104;1;320000;1;3076
Sant Martí;el Parc i la Llacuna del Poblenou;3;120;1;370000;1;3083
Sant Martí;el Parc i la Llacuna del Poblenou;4;120;1;370000;1;3083
Eixample;Sant Antoni;5;188;1;580000;1;3085
Horta-Guinardó;Horta;3;81;1;250000;1;3086
Sarrià-Sant Gervasi;el Putxet i el Farró;5;311;0;960000;0;3086
Eixample;el Fort Pienc;3;89;1;275000;1;3089
Nou Barris;Porta;2;55;0;170000;0;3090
Nou Barris;Porta;2;55;1;170000;1;3090
Nou Barris;Porta;2;55;0;170000;0;3090
Eixample;la Nova Esquerra de l'Eixample;2;63;0;195000;0;3095
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;92;1;285000;1;3097
Sant Martí;el Poblenou;2;71;1;220000;1;3098
Sant Martí;el Camp de l'Arpa del Clot;3;58;0;180000;0;3103
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;3;145;0;450000;0;3103
Sant Andreu;Navas;4;95;1;295000;1;3105
Sants-Montjuïc;la Bordeta;4;90;1;279500;1;3105
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;6;257;1;800000;1;3112
Les Corts;la Maternitat i Sant Ramon;3;85;1;265000;1;3117
Eixample;l'Antiga Esquerra de l'Eixample;3;85;1;265000;1;3117
Sant Andreu;Sant Andreu;3;64;1;199900;1;3123
Horta-Guinardó;Horta;6;160;0;499999;0;3124
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;2;64;1;200000;1;3125
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;2;64;1;200000;1;3125
Gràcia;la Vila de Gràcia;4;72;0;225000;0;3125
Ciutat Vella;el Raval;3;80;0;250000;0;3125
Sant Martí;el Clot;5;120;1;375000;1;3125
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;1;80;1;250000;0;3125
Horta-Guinardó;el Carmel;3;86;1;269000;1;3127
Sants-Montjuïc;Hostafrancs;3;70;1;219000;1;3128
Sants-Montjuïc;la Font de la Guatlla;3;70;1;219000;1;3128
Eixample;el Fort Pienc;3;83;1;259900;1;3131
Sant Martí;Provençals del Poblenou;4;91;1;285000;1;3131
Sant Martí;Sant Martí de Provençals;2;75;1;235000;1;3133
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;75;1;235000;1;3133
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;75;1;235000;1;3133
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;59;0;185000;0;3135
Eixample;l'Antiga Esquerra de l'Eixample;3;140;1;439000;1;3135
Eixample;la Dreta de l'Eixample;6;338;1;1060000;1;3136
Sant Andreu;Sant Andreu;3;95;1;298000;1;3136
Eixample;el Fort Pienc;4;95;1;298000;1;3136
Sant Martí;Provençals del Poblenou;3;73;1;229000;1;3136
Sant Martí;el Clot;3;94;1;295000;1;3138
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;3;86;0;270000;0;3139
Sant Andreu;la Sagrera;4;78;1;245000;1;3141
Sant Martí;el Clot;3;190;1;597000;1;3142
Ciutat Vella;el Raval;2;63;0;198000;0;3142
Sant Andreu;el Congrés i els Indians;3;70;0;220000;0;3142
Ciutat Vella;el Raval;2;70;1;220000;1;3142
Ciutat Vella;el Raval;2;62;1;195000;1;3145
Eixample;la Nova Esquerra de l'Eixample;4;124;1;390000;1;3145
Eixample;la Sagrada Família;4;124;1;390000;1;3145
Eixample;la Dreta de l'Eixample;6;337;1;1060000;1;3145
Horta-Guinardó;el Baix Guinardó;3;89;1;280000;1;3146
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;95;1;299000;1;3147
Sant Martí;Provençals del Poblenou;3;74;1;233000;1;3148
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;2;119;1;375000;1;3151
Sarrià-Sant Gervasi;el Putxet i el Farró;3;92;1;290000;1;3152
Sant Andreu;la Sagrera;3;65;1;205000;1;3153
Gràcia;Vallcarca i els Penitents;4;364;0;1149000;0;3156
Gràcia;Vallcarca i els Penitents;4;364;0;1149000;0;3156
Ciutat Vella;el Barri Gòtic;3;120;0;379000;0;3158
Sant Martí;el Camp de l'Arpa del Clot;2;63;1;199000;1;3158
Eixample;la Nova Esquerra de l'Eixample;5;250;1;790000;1;3160
Eixample;la Nova Esquerra de l'Eixample;5;250;1;790000;1;3160
Sant Martí;el Camp de l'Arpa del Clot;3;68;1;215000;1;3161
Sant Martí;el Poblenou;3;49;1;155000;1;3163
Sant Martí;el Camp de l'Arpa del Clot;3;85;1;269000;1;3164
Sant Martí;Sant Martí de Provençals;3;90;1;285000;1;3166
Sarrià-Sant Gervasi;les Tres Torres;1;120;0;380000;0;3166
Horta-Guinardó;el Carmel;5;142;0;450000;0;3169
Eixample;Sant Antoni;1;47;1;149000;0;3170
Eixample;la Nova Esquerra de l'Eixample;1;82;1;260000;0;3170
Horta-Guinardó;Horta;3;63;1;199900;1;3173
Horta-Guinardó;el Carmel;2;52;0;165000;0;3173
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;3;52;0;165000;0;3173
Sant Andreu;la Sagrera;4;85;1;270000;1;3176
Horta-Guinardó;Can Baró;4;250;0;795000;0;3180
Sants-Montjuïc;Sants;4;72;0;229000;0;3180
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;2;55;0;175000;0;3181
Ciutat Vella;el Raval;3;66;1;210000;1;3181
Sants-Montjuïc;Sants;3;77;0;245000;0;3181
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;5;110;1;350000;1;3181
Sant Andreu;el Congrés i els Indians;2;143;1;455000;1;3181
Sarrià-Sant Gervasi;el Putxet i el Farró;5;311;0;990000;0;3183
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;4;188;1;599000;1;3186
Sant Martí;el Clot;2;75;1;239000;1;3186
Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;3;91;1;290000;1;3186
Eixample;la Sagrada Família;2;80;1;255000;1;3187
Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;2;69;1;220000;1;3188
Sant Martí;el Camp de l'Arpa del Clot;3;93;1;296640;1;3189
Gràcia;la Vila de Gràcia;4;72;0;230000;0;3194
Ciutat Vella;el Raval;2;61;1;195000;1;3196
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;90;1;288000;1;3200
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;2;90;1;288000;1;3200
Eixample;la Sagrada Família;3;100;0;320000;0;3200
Sants-Montjuïc;la Marina de Port;3;89;1;285000;1;3202
Sants-Montjuïc;la Marina de Port;3;79;1;253000;1;3202
Sant Andreu;el Congrés i els Indians;3;59;1;189000;1;3203
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;6;546;0;1750000;0;3205
Sant Andreu;Sant Andreu;3;120;1;385000;1;3208
Ciutat Vella;el Raval;3;81;1;260000;1;3209
Sants-Montjuïc;Sants;1;42;0;135000;0;3214
Horta-Guinardó;la Font d'en Fargues;6;224;0;720000;0;3214
Sants-Montjuïc;la Marina de Port;3;93;1;299000;1;3215
Eixample;la Dreta de l'Eixample;5;157;1;505000;1;3216
Ciutat Vella;el Barri Gòtic;2;95;1;306000;1;3221
Sants-Montjuïc;Sants;3;93;1;300000;1;3225
Eixample;la Sagrada Família;4;79;1;255000;1;3227
Sant Martí;el Camp de l'Arpa del Clot;3;65;0;210000;0;3230
Les Corts;les Corts;4;99;1;320000;1;3232
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;4;120;1;388000;1;3233
Horta-Guinardó;el Guinardó;4;77;1;249000;1;3233
Sants-Montjuïc;Sants;3;85;1;275000;1;3235
Ciutat Vella;el Raval;2;88;1;285000;1;3238
Horta-Guinardó;la Font d'en Fargues;3;88;1;285000;1;3238
Nou Barris;Porta;3;71;1;230000;1;3239
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;71;1;230000;1;3239
Gràcia;la Vila de Gràcia;2;192;1;622000;1;3239
Nou Barris;la Guineueta;4;94;1;305000;1;3244
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;1;77;0;250000;0;3246
Ciutat Vella;el Barri Gòtic;4;129;1;419000;1;3248
Sant Andreu;Sant Andreu;3;60;1;195000;1;3250
Eixample;el Fort Pienc;4;100;1;325000;1;3250
Horta-Guinardó;el Guinardó;3;83;1;270000;1;3253
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;4;83;1;270000;1;3253
Ciutat Vella;el Raval;5;110;1;358000;1;3254
Sant Martí;Sant Martí de Provençals;4;86;1;280000;1;3255
Sant Martí;el Camp de l'Arpa del Clot;3;66;1;214900;1;3256
Sant Martí;el Parc i la Llacuna del Poblenou;4;74;1;241000;1;3256
Sant Andreu;Sant Andreu;3;66;1;215000;1;3257
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;4;120;1;391000;1;3258
Ciutat Vella;el Barri Gòtic;4;112;1;365000;1;3258
Sants-Montjuïc;la Bordeta;3;71;1;232000;1;3267
Eixample;la Nova Esquerra de l'Eixample;3;67;0;219000;0;3268
Les Corts;la Maternitat i Sant Ramon;4;78;1;255000;1;3269
Gràcia;la Salut;3;78;1;255000;1;3269
Eixample;Sant Antoni;3;81;1;265000;1;3271
Sants-Montjuïc;la Marina de Port;3;110;1;360000;1;3272
Sants-Montjuïc;la Font de la Guatlla;4;110;1;360000;1;3272
Sants-Montjuïc;la Marina de Port;3;110;1;360000;1;3272
Sants-Montjuïc;la Marina de Port;4;110;1;360000;1;3272
Sants-Montjuïc;la Marina de Port;4;110;1;360000;1;3272
Horta-Guinardó;el Guinardó;4;119;1;390000;1;3277
Sant Martí;el Poblenou;3;195;1;640000;1;3282
Sants-Montjuïc;Sants - Badal;3;70;1;230000;1;3285
Sant Martí;el Camp de l'Arpa del Clot;3;70;1;230000;1;3285
Sants-Montjuïc;Sants;1;73;0;240000;0;3287
Sant Andreu;Sant Andreu;4;114;1;375000;1;3289
Horta-Guinardó;el Guinardó;3;79;1;260000;1;3291
Ciutat Vella;el Raval;2;150;1;495000;1;3300
Eixample;la Sagrada Família;4;109;1;360000;1;3302
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;2;69;0;228000;0;3304
Ciutat Vella;el Raval;3;62;1;205000;1;3306
Sant Andreu;la Sagrera;3;65;1;215000;1;3307
Eixample;la Sagrada Família;4;77;1;255000;1;3311
Sant Martí;el Clot;3;77;1;255000;1;3311
Eixample;la Sagrada Família;4;77;1;255000;1;3311
Horta-Guinardó;el Baix Guinardó;3;80;1;265000;1;3312
Sant Martí;el Clot;3;80;1;265000;1;3312
Eixample;la Nova Esquerra de l'Eixample;3;104;1;345000;1;3317
Eixample;Sant Antoni;4;110;1;365000;1;3318
Nou Barris;Vilapicina i la Torre Llobeta;1;47;1;156000;0;3319
Ciutat Vella;el Barri Gòtic;3;119;0;395000;0;3319
Eixample;l'Antiga Esquerra de l'Eixample;4;134;1;445000;1;3320
Sants-Montjuïc;Sants - Badal;3;87;0;289000;0;3321
Eixample;Sant Antoni;4;149;1;495000;1;3322
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;2;90;1;299000;1;3322
Gràcia;la Salut;5;180;1;599000;1;3327
Ciutat Vella;el Raval;4;85;0;283000;0;3329
Ciutat Vella;el Raval;1;30;0;100000;0;3333
Horta-Guinardó;Sant Genís dels Agudells;1;66;1;220000;0;3333
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;2;39;0;130000;0;3333
Nou Barris;Vilapicina i la Torre Llobeta;3;72;1;240000;1;3333
Gràcia;la Vila de Gràcia;3;72;0;240000;0;3333
Sants-Montjuïc;Sants - Badal;3;75;0;250000;0;3333
Sant Martí;la Verneda i la Pau;4;81;1;270000;1;3333
Eixample;Sant Antoni;3;84;1;280000;1;3333
Eixample;Sant Antoni;3;84;1;280000;1;3333
Eixample;el Fort Pienc;5;135;1;450000;1;3333
Eixample;l'Antiga Esquerra de l'Eixample;4;159;1;530000;1;3333
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;7;300;1;1000000;1;3333
Ciutat Vella;el Barri Gòtic;5;230;0;769000;0;3343
Eixample;la Nova Esquerra de l'Eixample;3;113;1;378000;1;3345
Sant Martí;el Camp de l'Arpa del Clot;3;130;1;435000;1;3346
Horta-Guinardó;Horta;3;118;1;395000;1;3347
Eixample;el Fort Pienc;3;100;1;335000;1;3350
Ciutat Vella;el Barri Gòtic;2;134;1;449000;1;3350
Sants-Montjuïc;Hostafrancs;4;88;1;295000;1;3352
Eixample;l'Antiga Esquerra de l'Eixample;4;158;1;530000;1;3354
Eixample;l'Antiga Esquerra de l'Eixample;5;158;1;530000;1;3354
Eixample;la Sagrada Família;4;76;1;255000;1;3355
Eixample;Sant Antoni;3;104;1;349000;1;3355
Gràcia;el Camp d'en Grassot i Gràcia Nova;2;59;1;198000;1;3355
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;3;73;0;245000;0;3356
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;2;70;0;235000;0;3357
Sants-Montjuïc;Sants;2;58;0;195000;0;3362
Gràcia;el Camp d'en Grassot i Gràcia Nova;3;80;1;269000;1;3362
Gràcia;el Camp d'en Grassot i Gràcia Nova;3;110;1;370000;1;3363
Gràcia;la Salut;3;74;1;249000;1;3364
Eixample;la Nova Esquerra de l'Eixample;4;156;1;525000;1;3365
Eixample;Sant Antoni;5;172;1;579000;1;3366
Sants-Montjuïc;Hostafrancs;4;95;1;320000;1;3368
Sant Andreu;el Congrés i els Indians;3;65;1;219000;1;3369
Eixample;la Sagrada Família;3;83;1;280000;1;3373
Eixample;el Fort Pienc;7;157;1;530000;1;3375
Eixample;el Fort Pienc;5;157;1;530000;1;3375
Eixample;la Nova Esquerra de l'Eixample;1;77;1;260000;0;3376
Eixample;la Sagrada Família;3;74;0;250000;0;3378
Horta-Guinardó;la Teixonera;3;58;1;196000;1;3379
Sant Andreu;Navas;3;68;1;230000;1;3382
Sant Martí;el Camp de l'Arpa del Clot;4;102;1;345000;1;3382
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;4;112;1;379000;1;3383
Gràcia;la Vila de Gràcia;3;65;0;220000;0;3384
Sant Martí;el Clot;4;96;1;325000;1;3385
Horta-Guinardó;el Carmel;4;88;1;298000;1;3386
Gràcia;Vallcarca i els Penitents;1;62;0;210000;0;3387
Gràcia;la Vila de Gràcia;4;165;1;559000;1;3387
Eixample;la Sagrada Família;1;59;1;199900;0;3388
Eixample;el Fort Pienc;5;157;1;532000;1;3388
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;2;94;0;319000;0;3393
Eixample;la Sagrada Família;3;53;0;180000;0;3396
Eixample;la Sagrada Família;4;75;1;255000;1;3400
Gràcia;la Vila de Gràcia;3;79;1;268600;1;3400
Eixample;Sant Antoni;4;100;1;340000;1;3400
Eixample;la Dreta de l'Eixample;7;200;1;680000;1;3400
Eixample;la Sagrada Família;4;122;1;415000;1;3401
Sants-Montjuïc;la Bordeta;4;97;1;330000;1;3402
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;3;116;0;395000;0;3405
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;3;116;0;395000;0;3405
Horta-Guinardó;el Carmel;3;116;1;395000;1;3405
Nou Barris;Vilapicina i la Torre Llobeta;2;49;1;167000;1;3408
Sant Andreu;Sant Andreu;3;88;1;300000;1;3409
Sant Martí;el Camp de l'Arpa del Clot;4;88;1;300000;1;3409
Ciutat Vella;el Barri Gòtic;3;78;0;266000;0;3410
Sant Martí;el Parc i la Llacuna del Poblenou;3;85;0;290000;0;3411
Horta-Guinardó;Can Baró;3;70;1;239000;1;3414
Sants-Montjuïc;Sants - Badal;2;70;1;239000;1;3414
Gràcia;la Vila de Gràcia;2;70;0;239000;0;3414
Eixample;la Sagrada Família;4;82;1;280000;1;3414
Ciutat Vella;el Barri Gòtic;4;158;0;540000;0;3417
Eixample;la Dreta de l'Eixample;2;190;1;650000;1;3421
Eixample;la Dreta de l'Eixample;7;336;1;1150000;1;3422
Eixample;l'Antiga Esquerra de l'Eixample;4;111;0;380000;0;3423
Sarrià-Sant Gervasi;Sarrià;4;108;1;370000;1;3425
Les Corts;les Corts;4;131;1;449000;1;3427
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;3;68;0;233150;0;3428
Nou Barris;Porta;2;43;1;147500;1;3430
Eixample;el Fort Pienc;3;86;1;295000;1;3430
Ciutat Vella;el Barri Gòtic;4;102;0;350000;0;3431
Sant Martí;el Camp de l'Arpa del Clot;3;67;1;230000;1;3432
Ciutat Vella;el Raval;3;67;1;230000;1;3432
Horta-Guinardó;Can Baró;3;60;1;206000;1;3433
Sant Martí;el Camp de l'Arpa del Clot;3;99;1;340000;1;3434
Sarrià-Sant Gervasi;Sarrià;5;131;1;450000;1;3435
Nou Barris;Porta;3;55;1;189000;1;3436
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;2;87;1;299000;1;3436
Sants-Montjuïc;la Marina de Port;3;64;1;220000;1;3437
Sants-Montjuïc;Hostafrancs;3;64;1;220000;1;3437
Eixample;la Dreta de l'Eixample;5;173;1;595000;1;3439
Sants-Montjuïc;la Font de la Guatlla;3;61;1;210000;1;3442
Eixample;la Dreta de l'Eixample;7;305;1;1050000;1;3442
Eixample;la Dreta de l'Eixample;6;305;1;1050000;1;3442
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;4;100;1;345000;1;3450
Nou Barris;Porta;2;71;0;245000;0;3450
Ciutat Vella;el Barri Gòtic;11;536;1;1850000;1;3451
Sant Martí;el Clot;3;84;0;290000;0;3452
Sants-Montjuïc;Sants;4;420;0;1450000;0;3452
Eixample;la Dreta de l'Eixample;6;304;1;1050000;1;3453
Eixample;l'Antiga Esquerra de l'Eixample;5;136;1;470000;1;3455
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;129;1;446000;1;3457
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;4;94;0;325000;0;3457
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;4;94;0;325000;0;3457
Eixample;la Sagrada Família;2;120;1;415000;1;3458
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;120;1;415000;1;3458
Sant Andreu;Navas;3;65;1;225000;1;3461
Sant Martí;el Camp de l'Arpa del Clot;3;65;1;225000;1;3461
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;3;65;0;225000;0;3461
Eixample;la Dreta de l'Eixample;2;130;1;450000;1;3461
Ciutat Vella;el Raval;3;130;0;450000;0;3461
Eixample;la Sagrada Família;3;56;1;194000;1;3464
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;2;86;0;298000;0;3465
Nou Barris;Porta;4;101;1;350000;1;3465
Sants-Montjuïc;la Bordeta;2;92;1;319000;1;3467
Gràcia;Vallcarca i els Penitents;1;62;0;215000;0;3467
Gràcia;Vallcarca i els Penitents;1;62;0;215000;0;3467
Sants-Montjuïc;la Font de la Guatlla;3;62;1;215000;1;3467
Eixample;Sant Antoni;4;98;1;340000;1;3469
Gràcia;la Vila de Gràcia;4;66;0;229000;0;3469
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;83;1;288000;1;3469
